id,translation
ID_ME_BO_COSMICUNLOCK,Gather your team and battle for the Kree Empire in the Cosmic Conflicts Campaign.\n\nRequirements:\n- 3 COSMIC characters\n- Reach player level 45
ID_ME_NA_COSMICUNLOCK2,Unlock COSMIC CONFLICTS!
ID_ME_DE_COSMICUNLOCK2,Battle for the Kree Empire!
ID_ME_BO_COSMICUNLOCK2,Gather your team and battle for the Kree Empire in the Cosmic Conflicts Campaign.\n\nRequirements:\n- 3 COSMIC characters\n- Reach player level 45
ID_ME_NA_ISO8UNLOCK,ISO-8 Unlocked!
ID_ME_DE_ISO8UNLOCK,Quick Start Guide
ID_ME_BO_ISO8UNLOCK,"Congratulations on unlocking <color=#fff568>Iso-8</color>!\n\nIso-8 is a progression system that allows you to customize your characters to your playstyle and goals. Here's how Iso-8 works:\n\n<color=#fff568>Isotope-8 Campaign</color>\nPlay through the Isotope-8 Campaign to acquire Iso-8 Crystals. Keep in mind that Isotope-8 has its own unique Campaign Energy.\n\n<color=#fff568>Iso-8 Crystals</color>\nSlot your Iso-8 Crystals into the Iso-8 Matrix, which increases the Power of one of five designated core attributes: Health, Damage, Armor, Resist, or Focus. Crystals are also attuned to one of the five traits: Blaster, Brawler, Controller, Protector, and Support.\n\n<color=#fff568>Classes</color>\nEquipped crystals unlock powerful new Classes: Striker, Fortifier, Healer, Skirmisher, and Raider. Inspect each Class and its related effect to determine which is right for a character.\n\n<color=#fff568>Effects</color>\nClasses introduce a variety of gameplay elements: Minor Effects, Iso Bonus Attacks, and Vulnerable.\n\nFor a deepdive into Iso-8, check out our <color=#fff568>Iso-8 Guide Video</color>.\n\nGood luck and have fun!"
ID_ME_NA_ISO8_FAQ,Iso-8 FAQ
ID_ME_DE_ISO8_FAQ,Your questions answered!
ID_ME_BO_ISO8_FAQ,"Commander,\n\nDo you have questions about Iso-8? Head over to our Iso-8 FAQ blog where you'll find detailed information on:\n- Active Healing\n- Skirmishers and Vulnerable\n- Switching Classes\n- And more!\n\nKeep experimenting with Iso-8 and customize your squads like never before!"
ID_ME_NA_DR_WOLVERINE,Daily Objectives Update: Wolverine!
ID_ME_DE_DR_WOLVERINE,Complete Daily Objectives for Wolverine!
ID_ME_BO_DR_WOLVERINE,"<color=#fff568>WOLVERINE</color> has arrived and is ready for action!\n\nWith his adamantium claws and fierce abilities, Wolverine is ready to tear through his enemies.\n\nComplete your <color=#fff568>DAILY OBJECTIVES</color> and earn <color=#fff568>WOLVERINE SHARDS</color> every day!\n\n<color=#fff568>WOLVERINE</color> is also available in the <color=#fff568>PREMIUM ORB</color>!"
ID_ME_NA_WOLVERINESHARDS,Keep Earning Wolverine Shards
ID_ME_DE_WOLVERINESHARDS,Complete your Daily Objectives!
ID_ME_BO_WOLVERINESHARDS,"You've unlocked <color=#fff568>WOLVERINE</color>, but that's just the beginning. Come back every day and claim the ""All Clear"" objective to continue earning shards and take your <color=#fff568>WOLVERINE</color> to the next level!"
ID_ME_NA_ARMORY,Alliance Donations
ID_ME_DE_ARMORY,Now available!
ID_ME_BO_ARMORY,"Commander,\n\nStark Industries is now dedicating all of its resources to helping S.T.R.I.K.E. save the world! You can purchase Stark Tech upgrades with Alliance Credits starting at level 50 from the Alliance menu. Use these upgrades to improve characters based on Traits and Stats. Stark Tech upgrades will apply to Commanders and not the alliance, so they'll follow you even if you switch alliances. Earn Alliance Credits and XP with Alliance Donations, which are daily donations of Gold or Power Cores to your alliance.  There is also an Alliance Donation daily reminder and rewards in the Daily Objectives, however it will not impact your ability to complete ""All Clear.""\n\nThe max upgrade level for a stat is gated by Alliance Level, so be sure to keep working with your alliance to increase your Alliance Level! Earn enough Alliance XP and your alliance levels up. Leveling-up will have additional uses in phase two of our roll-out with the upcoming Alliance Wars.\n\nOne final note: Dark Dimension is coming soon and these upgrades will help conquer that realm. In time..."
ID_ME_NA_DARKDIMENSION_ANNOUNCEMENT,Dark Dimension is Here
ID_ME_DE_DARKDIMENSION_ANNOUNCEMENT,This is your final warning
ID_ME_BO_DARKDIMENSION_ANNOUNCEMENT,"Commander,\n\n Your demise is upon you and its form is the Dark Dimension. Enter the Darkness is the preliminary challenge. Fear the Darkness is the challenge to end all challenges\n\n Only the most qualified may embark on this journey:\n - Enter the Darkness requires a 6 star squad\n - Fear the Darkness requires Gear Tier 13\n - YOU will require determination\n\n Inside the Dark Dimension, your squad revives once a day, and the damage to your enemies is persistent. A king's ransom in Orange Gear materials will be your reward. Completing Fear the Darkness will win you a powerful new ally: Ultron.\n If you're unsure if you should enter the Dark Dimension, don't. Turn back. For those that choose to enter...\n\n Godspeed, Commander"
ID_ME_NA_GENERIC_GIFT,Just for You
ID_ME_DE_GENERIC_GIFT,A Free Gift!
ID_ME_BO_GENERIC_GIFT,"Commander,\n\nThank you for playing MARVEL Strike Force! Here is a gift to show our appreciation for your passion and support."
ID_ME_NA_GENERICGIFT,Bonus Shipment
ID_ME_DE_GENERICGIFT,Continue the fight against Ultimus!
ID_ME_BO_GENERICGIFT,"Commander, we've sent you supplies. We hope it helps in your ongoing battles!"
ID_ME_NA_GENERICARENA,Blitz Reward
ID_ME_DE_GENERICARENA,Claim your reward!
ID_ME_BO_GENERICARENA,"Commander, you have been acknowledged as a top contender in Blitz. Congratulations on proving your fighting prowess. Claim your reward now."
ID_ME_NA_GENERICRAID,Raid Reward
ID_ME_DE_GENERICRAID,Claim your reward!
ID_ME_BO_GENERICRAID,"Commander, you have shown excellent skill and teamwork in Raids. Claim your reward now."
ID_ME_NA_GENERICCOMP,Free Gift
ID_ME_DE_GENERICCOMP,Claim your gift!
ID_ME_BO_GENERICCOMP,"Commander, we recently experienced some unexpected technical difficulties. Our top technicians are working hard to prevent its reoccurrence. In the meanwhile, here are some resources to thank you for understanding."
ID_ME_NA_GENERICCOMP_FIX,Issue Resolved
ID_ME_DE_GENERICCOMP_FIX,A gift for your patience!
ID_ME_BO_GENERICCOMP_FIX,"Commander, we recently experienced some unexpected technical difficulties, but our top technicians have identified and resolved the issue. Here are some resources to thank you for understanding."
ID_ME_NA_BLITZCOMP_FIX,Blitz Issue Resolved
ID_ME_DE_BLITZCOMP_FIX,A gift for your patience!
ID_ME_BO_BLITZCOMP_FIX,"Commander, we recently experienced some unexpected technical difficulties with Blitz, but our top technicians have identified and resolved the issue. Here are some resources to thank you for understanding."
ID_ME_NA_RAIDCOMP_FIX,Raid Issue Resolved
ID_ME_DE_RAIDCOMP_FIX,A gift for your patience!
ID_ME_BO_RAIDCOMP_FIX,"Commander, we recently experienced some unexpected technical difficulties with Raids, but our top technicians have identified and resolved the issue. Here are some resources to thank you for understanding."
ID_ME_NA_ARENACOMP_FIX,Arena Issue Resolved
ID_ME_DE_ARENACOMP_FIX,A gift for your patience!
ID_ME_BO_ARENACOMP_FIX,"Commander, we recently experienced some unexpected technical difficulties with the Arena, but our top technicians have identified and resolved the issue. Here are some resources to thank you for understanding."
ID_ME_NA_STORECOMP_FIX,Store Issue Resolved
ID_ME_DE_STORECOMP_FIX,A gift for your patience!
ID_ME_BO_STORECOMP_FIX,"Commander, we recently experienced some unexpected technical difficulties with the Store, but our top technicians have identified and resolved the issue. Here are some resources to thank you for understanding."
ID_ME_NA_EVENTCOMP_FIX,Event Issue Resolved
ID_ME_DE_EVENTCOMP_FIX,A gift for your patience!
ID_ME_BO_EVENTCOMP_FIX,"Commander, we recently experienced some unexpected technical difficulties with one of our events, but our top technicians have identified and resolved the issue. Here are some resources to thank you for understanding."
ID_ME_NA_OFFERCOMP_FIX,Offer Issue Resolved
ID_ME_DE_OFFERCOMP_FIX,A gift for your patience!
ID_ME_BO_OFFERCOMP_FIX,"Commander, we recently experienced some unexpected technical difficulties with one of our offers, but our top technicians have identified and resolved the issue. Here are some resources to thank you for understanding."
ID_ME_NA_INSANITYCOMP_FIX,Dark Dimension Issue Resolved
ID_ME_DE_INSANITYCOMP_FIX,A gift for your patience!
ID_ME_BO_INSANITYCOMP_FIX,"Commander, we recently experienced some unexpected technical difficulties with Dark Dimension, but our top technicians have identified and resolved the issue. Here are some resources to thank you for understanding."
ID_ME_NA_WARCOMP_FIX,War Issue Resolved
ID_ME_DE_WARCOMP_FIX,A gift for your patience!
ID_ME_BO_WARCOMP_FIX,"Commander, we recently experienced some unexpected technical difficulties with Alliance War, but our top technicians have identified and resolved the issue. Here are some resources to thank you for understanding."
ID_ME_NA_SERVERCOMP_FIX,Server Issues Resolved
ID_ME_DE_SERVERCOMP_FIX,A gift for your patience!
ID_ME_BO_SERVERCOMP_FIX,"Commander, we recently experienced some unexpected technical difficulties with our servers, but our top technicians have identified and resolved the issues. Here are some resources to thank you for understanding."
ID_ME_NA_WAR_ISSUE,Alliance War Offline
ID_ME_DE_WAR_ISSUE,Thank you for your patience
ID_ME_BO_WAR_ISSUE,"Commander,\n\nDue to technical issues, Alliance War has been taken offline temporarily but will be back up as soon as possible. Thank you for your understanding."
ID_ME_NA_ISO8COMP_FIX,Iso-8 Issue Resolved
ID_ME_DE_ISO8COMP_FIX,A gift for your patience!
ID_ME_BO_ISO8COMP_FIX,"Commander, we recently experienced some unexpected technical difficulties with Iso-8, but our top technicians have identified and resolved the issue. Here are some resources to thank you for understanding."
ID_ME_NA_ISO8CAMPAIGNCOMP_FIX,Iso-8 Campaign Issue Resolved
ID_ME_DE_ISO8CAMPAIGNCOMP_FIX,A gift for your patience!
ID_ME_BO_ISO8CAMPAIGNCOMP_FIX,"Commander, we recently experienced some unexpected technical difficulties with the Iso-8 Campaign, but our top technicians have identified and resolved the issue. Here are some resources to thank you for understanding."
ID_ME_NA_STRIKEPASSCOMP_FIX,S.T.R.I.K.E. Pass Issue Resolved
ID_ME_DE_STRIKEPASSCOMP_FIX,A gift for your patience!
ID_ME_BO_STRIKEPASSCOMP_FIX,"Commander, we recently experienced some unexpected technical difficulties with S.T.R.I.K.E. Pass, but our top technicians have identified and resolved the issue. Here are some resources to thank you for understanding."
ID_ME_NA_MOJOSMAYHEMCOMP_FIX,Mojo's Mayhem Issue Resolved
ID_ME_DE_MOJOSMAYHEMCOMP_FIX,A gift for your patience!
ID_ME_BO_MOJOSMAYHEMCOMP_FIX,"Commander, we recently experienced some unexpected technical difficulties with Mojo's Mayhem, but our top technicians have identified and resolved the issue. Here are some resources to thank you for understanding."
ID_ME_NA_RTACOMP_FIX,Real-Time Arena Issue Resolved
ID_ME_DE_RTACOMP_FIX,A gift for your patience!
ID_ME_BO_RTACOMP_FIX,"Commander, we recently experienced some unexpected technical difficulties with Real-Time Arena, but our top technicians have identified and resolved the issue. Here are some resources to thank you for understanding."
ID_ME_NA_DAILIESCOMP_FIX,Daily Objectives Issue Resolved
ID_ME_DE_DAILIESCOMP_FIX,A gift for your patience!
ID_ME_BO_DAILIESCOMP_FIX,"Commander, we recently experienced some unexpected technical difficulties with Daily Objectives, but our top technicians have identified and resolved the issue. Here are some resources to thank you for understanding."
ID_ME_NA_OFFERCOMP_FIX_SPECIFIC,Notice: Red Star Offer
ID_ME_DE_OFFERCOMP_FIX_SPECIFIC,Issue resolution
ID_ME_BO_OFFERCOMP_FIX_SPECIFIC,"Commander, we recently experienced some unexpected difficulties with a Red Star offer, where the pricing, items, or description did not match. We noticed that you were affected by this error, and we apologize for the inconvenience. Here are some resources to thank you for understanding.\n\nIf you have further concerns, please reach out to our Customer Support."
ID_ME_NA_SERVERCOMP_FIX_SPECIFIC,Recent Server Issues
ID_ME_DE_SERVERCOMP_FIX_SPECIFIC,Update on stability
ID_ME_BO_SERVERCOMP_FIX_SPECIFIC,"Commander,\n\nWe apologize for recent server performance issues over the weekend that affected many players' gameplay. We have since addressed these errors and made improvements, though we continue to monitor and look into these issues. As a thank you for your patience, please accept these Power Cores."
ID_ME_NA_REWARDFIX,Thank you for your patience
ID_ME_DE_REWARDFIX_WAR,War Season issue resolved
ID_ME_DE_REWARDFIX_REDSTAR,Red Star Rampage issue resolved
ID_ME_DE_REWARDFIX_MBAKU,Jabari Chieftain issue resolved
ID_ME_DE_REWARDFIX_ORB,Orb Assault issue resolved
ID_ME_BO_REWARDFIX_WAR,"Commander,\n\nOur technicians have identified and fixed the issue causing War Season Rewards to not be sent out to certain players. Here are any rewards you may have missed and resources to thank you for your patience."
ID_ME_BO_REWARDFIX_BLITZ,"Commander,\n\nOur technicians have identified and fixed the issue causing Blitz rewards to not be sent out to certain players. Here are any rewards you may have missed and resources to thank you for your patience."
ID_ME_NA_IOS_ISSUE_COMP_MAKEGOOD,iOS Technical Issues
ID_ME_DE_IOS_ISSUE_COMP_MAKEGOOD,Thank you for your patience
ID_ME_BO_IOS_ISSUE_COMP_MAKEGOOD,"Commander,\n\nWe recently experienced unexpected technical difficulties with iOS devices after our latest release.\n\nHere are some resources you may have missed during this time to thank you for understanding."
ID_ME_NA_ANDROID_ISSUE_COMP_MAKEGOOD,Android Technical Issues
ID_ME_DE_ANDROID_ISSUE_COMP_MAKEGOOD,Thank you for your patience
ID_ME_BO_ANDROID_ISSUE_COMP_MAKEGOOD,"Commander,\n\nWe recently experienced unexpected technical difficulties with Android devices after our latest release.\n\nHere are some resources you may have missed during this time to thank you for understanding."
ID_ME_NA_ISSUE_LE_ONGOING,Technical Issue
ID_ME_DE_ISSUE_LE_ONGOING,Thank you for your patience
ID_ME_BO_ISSUE_LE_ONGOING,"Commander,\n\nWe are experiencing technical issues with the scheduled Legendary Event. Our technicians are investigating and we'll report back once we have a resolution. Thank you for your patience.\n\nFollow us on Twitter (@MarvelStrikeF) for the latest news and further updates."
ID_ME_NA_ISSUE_LE_TAKEDOWN,Technical Issue
ID_ME_DE_ISSUE_LE_TAKEDOWN,Thank you for your patience
ID_ME_BO_ISSUE_LE_TAKEDOWN,"Commander,\n\nWe are experiencing technical issues with the scheduled Legendary Event and have taken it down. Our technicians are investigating and we'll report back once we have a resolution. Thank you for your patience.\n\nFollow us on Twitter (@MarvelStrikeF) for the latest news and further updates."
ID_ME_NA_ISSUE_ECM_ONGOING,Technical Issue
ID_ME_DE_ISSUE_ECM_ONGOING,Thank you for your patience
ID_ME_BO_ISSUE_ECM_ONGOING,"Commander,\n\nWe are experiencing technical issues with the scheduled Event Campaign. Our technicians are investigating and we'll report back once we have a resolution. Thank you for your patience.\n\nFollow us on Twitter (@MarvelStrikeF) for the latest news and further updates."
ID_ME_NA_ISSUE_ECM_TAKEDOWN,Technical Issue
ID_ME_DE_ISSUE_ECM_TAKEDOWN,Thank you for your patience
ID_ME_BO_ISSUE_ECM_TAKEDOWN,"Commander,\n\nWe are experiencing technical issues with the scheduled Event Campaign and have taken it down. Our technicians are investigating and we'll report back once we have a resolution. Thank you for your patience.\n\nFollow us on Twitter (@MarvelStrikeF) for the latest news and further updates."
ID_ME_NA_ISSUE_FE_ONGOING,Technical Issue
ID_ME_DE_ISSUE_FE_ONGOING,Thank you for your patience
ID_ME_BO_ISSUE_FE_ONGOING,"Commander,\n\nWe are experiencing technical issues with the scheduled Flash Event. Our technicians are investigating and we'll report back once we have a resolution. Thank you for your patience.\n\nFollow us on Twitter (@MarvelStrikeF) for the latest news and further updates."
ID_ME_NA_ISSUE_FE_TAKEDOWN,Technical Issue
ID_ME_DE_ISSUE_FE_TAKEDOWN,Thank you for your patience
ID_ME_BO_ISSUE_FE_TAKEDOWN,"Commander,\n\nWe are experiencing technical issues with the scheduled Flash Event and have taken it down. Our technicians are investigating and we'll report back once we have a resolution. Thank you for your patience.\n\nFollow us on Twitter (@MarvelStrikeF) for the latest news and further updates."
ID_ME_NA_ISSUE_BONUS_ONGOING,Technical Issue
ID_ME_DE_ISSUE_BONUS_ONGOING,Thank you for your patience
ID_ME_BO_ISSUE_BONUS_ONGOING,"Commander,\n\nWe are experiencing technical issues with the scheduled Bonus Event. Our technicians are investigating and we'll report back once we have a resolution. Thank you for your patience.\n\nFollow us on Twitter (@MarvelStrikeF) for the latest news and further updates."
ID_ME_NA_ISSUE_BONUS_TAKEDOWN,Technical Issue
ID_ME_DE_ISSUE_BONUS_TAKEDOWN,Thank you for your patience
ID_ME_BO_ISSUE_BONUS_TAKEDOWN,"Commander,\n\nWe are experiencing technical issues with the scheduled Bonus Event and have taken it down. Our technicians are investigating and we'll report back once we have a resolution. Thank you for your patience.\n\nFollow us on Twitter (@MarvelStrikeF) for the latest news and further updates."
ID_ME_NA_ISSUE_BLITZ_ONGOING,Technical Issue
ID_ME_DE_ISSUE_BLITZ_ONGOING,Thank you for your patience
ID_ME_BO_ISSUE_BLITZ_ONGOING,"Commander,\n\nWe are experiencing technical issues with the scheduled Blitz Event. Our technicians are investigating and we'll report back once we have a resolution. Thank you for your patience.\n\nFollow us on Twitter (@MarvelStrikeF) for the latest news and further updates."
ID_ME_NA_ISSUE_BLITZ_TAKEDOWN,Technical Issue
ID_ME_DE_ISSUE_BLITZ_TAKEDOWN,Thank you for your patience
ID_ME_BO_ISSUE_BLITZ_TAKEDOWN,"Commander,\n\nWe are experiencing technical issues with the scheduled Blitz Event and have taken it down. Our technicians are investigating and we'll report back once we have a resolution. Thank you for your patience.\n\nFollow us on Twitter (@MarvelStrikeF) for the latest news and further updates."
ID_ME_NA_ISSUE_MILESTONES_ONGOING,Technical Issue
ID_ME_DE_ISSUE_MILESTONES_ONGOING,Thank you for your patience
ID_ME_BO_ISSUE_MILESTONES_ONGOING,"Commander,\n\nWe are experiencing technical issues with the scheduled Milestones Event. Our technicians are investigating and we'll report back once we have a resolution. Thank you for your patience.\n\nFollow us on Twitter (@MarvelStrikeF) for the latest news and further updates."
ID_ME_NA_ISSUE_MILESTONES_TAKEDOWN,Technical Issue
ID_ME_DE_ISSUE_MILESTONES_TAKEDOWN,Thank you for your patience
ID_ME_BO_ISSUE_MILESTONES_TAKEDOWN,"Commander,\n\nWe are experiencing technical issues with the scheduled Milestone Event and have taken it down. Our technicians are investigating and we'll report back once we have a resolution. Thank you for your patience.\n\nFollow us on Twitter (@MarvelStrikeF) for the latest news and further updates."
ID_ME_NA_ISSUE_WAR_ONGOING,Technical Issue
ID_ME_DE_ISSUE_WAR_ONGOING,Thank you for your patience
ID_ME_BO_ISSUE_WAR_ONGOING,"Commander,\n\nWe are experiencing technical issues with Alliance War. Our technicians are investigating and we'll report back once we have a resolution. Thank you for your patience.\n\nFollow us on Twitter (@MarvelStrikeF) for the latest news and further updates."
ID_ME_NA_ISSUE_TWITTER,Technical Issues
ID_ME_DE_ISSUE_TWITTER,Check our Twitter
ID_ME_BO_ISSUE_TWITTER,"Commander,\n\nIf you're experiencing performance or gameplay issues, please check our Twitter (@MarvelStrikeF) for the latest news and further updates."
ID_ME_NA_MAINTENANCE,Coming Soon: Maintenance
ID_ME_DE_MAINTENANCE,Game will be unavailable
ID_ME_BO_MAINTENANCE,"MARVEL Strike Force will undergo maintenance on April 25 at 11:00AM (PDT). During this time the game will be temporarily unavailable. Please complete all in-progress battles before the maintenance begins. If you log in after maintenance and experience a crash, please restart your game. Thank you for your patience.\n\n-MARVEL Strike Force Dev Team"
ID_ME_BO_MAINTENANCESOON,"MARVEL Strike Force will undergo maintenance soon. During this time the game will be temporarily unavailable. Please complete all in-progress battles before the maintenance begins. If you log in after maintenance and experience a crash, please restart your game. Thank you for your patience.\n\n-MARVEL Strike Force Dev Team"
ID_ME_NA_MAINTENANCE_COMPLETE,Maintenance Complete
ID_ME_DE_MAINTENANCE_COMPLETE,Thank you for your patience
ID_ME_BO_MAINTENANCE_COMPLETE,"Commander,\n\nHere are some resources you may have missed while we were in maintenance. Thank you for your patience!\n\nWelcome back, Commander."
ID_ME_NA_MAINTENANCECOMP_MAKEGOOD,Technical Issues
ID_ME_DE_MAINTENANCECOMP_MAKEGOOD,A gift for your patience!
ID_ME_BO_MAINTENANCECOMP_MAKEGOOD,"Commander,\n\nWe recently experienced some unexpected technical difficulties with the latest release.\n\nHere are some resources to thank you for understanding."
ID_ME_NA_NEWBLOGPOST,New Blog Post
ID_ME_DE_NEWBLOGPOST,Details on our website
ID_ME_BO_NEWBLOGPOST,"Commander,\n\nWe have a new blog post available at our website regarding the upcoming changes in our game and details about upcoming events. Please visit the MARVEL Strike Force website for full details.\n\n--MARVEL Strike Force Dev Team"
ID_ME_NA_FAIRPLAY,Note from the Developer
ID_ME_DE_FAIRPLAY,Our stance on fair play
ID_ME_BO_FAIRPLAY,"Out of respect for the time and dedication the community has poured into MARVEL Strike Force, we want to remind you of our policies against exploits, cheats, and other violations of our terms of service. We actively identify and ban accounts that engage in these activities, and if you encounter suspected unfair play, please contact us through the in-game support channel via the gear icon in the top right of the home screen, or by selecting ""Contact Us"" at https://www.marvelstrikeforce.com/en/support and selecting ""Report Cheating and Inappropriate Gameplay"" in the drop-down menu. Thank you for helping us provide a safe and honest gaming environment.\n-MARVEL Strike Force Dev Team"
ID_ME_NA_CHEATERSALL,Note from the Developer
ID_ME_DE_CHEATERSALL,Our stance on fair play
ID_ME_BO_CHEATERSALL,"Out of respect for the time and dedication the community has poured into MARVEL Strike Force, we want to take a moment to remind everyone of our policies against exploits, cheats, and other violations of our terms of service. We're actively identifying and banning accounts that engage in these activities, and if you encounter suspected unfair play, please contact us through the in-game support channel via the gear icon in the top right of the home screen, or by selecting ""Contact Us"" at https://www.marvelstrikeforce.com/en/support and selecting ""Report Cheating and Inappropriate Gameplay"" in the drop-down menu. Thank you for helping us provide a safe and honest gaming environment.\n\n-MARVEL Strike Force Dev Team"
ID_ME_NA_CHEATERS,Cheating Detected
ID_ME_DE_CHEATERS,Cease immediately
ID_ME_BO_CHEATERS_ARENA,"Your account has been flagged for cheating in Arena. This is a violation of the Terms of Service for MARVEL Strike Force, and if the cheating activity does not cease immediately, you will be permanently banned.\n\nThank you.\n\n--MARVEL Strike Force Dev Team"
ID_ME_BO_CHEATERS_BLITZ,"Your account has been flagged for cheating in Blitz. This is a violation of the Terms of Service for MARVEL Strike Force, and if the cheating activity does not cease immediately, you will be permanently banned.\n\nThank you.\n\n--MARVEL Strike Force Dev Team"
ID_ME_BO_CHEATERS_CAMPAIGN,"Your account has been flagged for cheating in Campaign. This is a violation of the Terms of Service for MARVEL Strike Force, and if the cheating activity does not cease immediately, you will be permanently banned.\n\nThank you.\n\n--MARVEL Strike Force Dev Team"
ID_ME_BO_CHEATERS_EVENT,"Your account has been flagged for cheating in an Event. This is a violation of the Terms of Service for MARVEL Strike Force, and if the cheating activity does not cease immediately, you will be permanently banned.\n\nThank you.\n\n--MARVEL Strike Force Dev Team"
ID_ME_BO_CHEATERS_RAIDS,"We suspect your Alliance of cheating in Raids. This is a violation of the Terms of Service for MARVEL Strike Force, and if the cheating activity does not cease immediately, the offending members of your Alliance will be permanently banned.\n\nThank you.\n\n--MARVEL Strike Force Dev Team"
ID_ME_BO_CHEATERS_RAIDS_INDIVIDUAL,"We suspect you of cheating in Raids. This is a violation of the Terms of Service for MARVEL Strike Force, and if the cheating activity does not cease immediately, you will be permanently banned.\n\nThank you.\n\n--MARVEL Strike Force Dev Team"
ID_ME_BO_CHEATERS_WAR,"Your account has been flagged for cheating in Alliance Wars. This is a violation of the Terms of Service for MARVEL Strike Force, and if the cheating activity does not cease immediately, you will be permanently banned.\n\nThank you.\n\n--MARVEL Strike Force Dev Team"
ID_ME_RATEME_ANDROID_NA,Enjoying MARVEL Strike Force?
ID_ME_RATEME_ANDROID_DE,Rate us on Google Play!
ID_ME_RATEME_ANDROID_BTN,Rate Now
ID_ME_RATEME_ANDROID_BO,Please rate the game on Google Play and let us know what you're enjoying!
ID_ME_NA_SURVEY,We value your opinion!
ID_ME_DE_SURVEY,Tell us what you think
ID_ME_BO_SURVEY,"Commander, thank you for your continued support of MARVEL Strike Force.\n\nIn our efforts to create a better gaming experience for you, we ask that you take a short survey to share your feedback. We appreciate your honest opinion and look forward to hearing your thoughts. As a token of our appreciation for completing the survey, we will send you a gift at a later date.\n\nThank you, Commander."
ID_ME_NA_SURVEY_FOCUSGROUP,We Value Your Opinion!
ID_ME_DE_SURVEY_FOCUSGROUP,Tell us about your experience
ID_ME_BO_SURVEY_FOCUSGROUP,"Commander, thank you for your continued support of MARVEL Strike Force.\n\nIn our efforts to create a better gaming experience for you, we're looking for players to participate in in-person focus groups in the next few weeks. If you are interested in being contacted to participate in this type of research, please fill out a short survey.\n\nThank you, Commander"
ID_ME_NA_SURVEYGIFT,Thank you for your feedback
ID_ME_DE_SURVEYGIFT,Claim your gift!
